long,lat,mag,X_mercator,Y_mercator
-178,55,-1.69,-10550896.159148507,3919999.8486208925
-178,56,-2.18,-10550896.159148507,4024657.30463745
-178,57,-3.09,-10550896.159148507,4132058.8497432065
-178,58,-5.0,-10550896.159148507,4242386.787747845
-178,59,-6.2,-10550896.159148507,4355840.606456783
-178,60,-5.6,-10550896.159148507,4472639.239957092
-178,61,-3.22,-10550896.159148507,4593023.714338441
-178,62,-1.64,-10550896.159148507,4717260.257635295
-178,63,-1.93,-10550896.159148507,4845643.975356215
-178,64,-2.09,-10550896.159148507,4978503.219764019
-178,65,-1.67,-10550896.159148507,5116204.816284378
-178,66,-2.14,-10550896.159148507,5259160.357144937
-178,67,-2.98,-10550896.159148507,5407833.834996518
-178,68,-2.78,-10550896.159148507,5562750.974221075
-178,69,-2.8,-10550896.159148507,5724510.734238345
