X,Y,MAG
-7799506.424073941,5305218.190801623,10.639680068080544
-7740332.421391031,5305218.190801623,10.249261100412102
-7681158.41870812,5305218.190801623,9.85884213274366
-7621984.416025208,5305218.190801623,9.468423165075219
-7562810.413342297,5305218.190801623,9.078004197406774
-7503636.410659387,5305218.190801623,8.687585229738334
-7444462.4079764765,5305218.190801623,8.297166262069892
-7385288.405293565,5305218.190801623,7.906747294401449
-7326114.402610654,5305218.190801623,7.5157213607518
-7266940.399927743,5305218.190801623,7.117762485290366
-7207766.3972448325,5305218.190801623,6.756747294401449
-7148592.394561922,5305218.190801623,6.387628200781249
-7089418.391879011,5305218.190801623,6.038552078203969
-7030244.3891961,5305218.190801623,5.706215527745348
-6971070.3865131885,5305218.190801623,5.3478430559958365
-6911896.383830278,5305218.190801623,5.010666891828667
-6852722.381147367,5305218.190801623,4.5878269418547415
-6793548.378464457,5305218.190801623,4.268186824339174
-6734374.375781545,5305218.190801623,3.9549962244025747
-6675200.373098634,5305218.190801623,3.608245909523186
-6616026.370415723,5305218.190801623,3.3035083520415642
-6556852.367732813,5305218.190801623,2.948347965750111
-6497678.365049902,5305218.190801623,2.657847084531108
-6438504.362366991,5305218.190801623,2.3650328587797773
-6379330.35968408,5305218.190801623,2.072218633028446
-6320156.35700117,5305218.190801623,1.7794044072771147
-6260982.354318258,5305218.190801623,1.489191272467363
-6201808.351635347,5305218.190801623,1.2281008822533368
-6142634.348952437,5305218.190801623,0.9594544701052281
-6083460.346269526,5305218.190801623,0.7100184650435164
-6024286.343586614,5305218.190801623,0.4693389854273892
-5965112.340903704,5305218.190801623,0.22407578778952195
-5905938.338220793,5305218.190801623,-0.02118740984834515
-5846764.3355378825,5305218.190801623,-0.26645060748621224
-5787590.332854971,5305218.190801623,-0.511713805124083
-5728416.33017206,5305218.190801623,-0.7569770027619501
-5669242.32748915,5305218.190801623,-1.0117717148568817
-5610068.3248062385,5305218.190801623,-1.3474516148047349
-5550894.322123327,5305218.190801623,-1.5385849760616748
-5491720.319440417,5305218.190801623,-1.7378598397124472
-5432546.316757506,5305218.190801623,-1.9242610148681343
-5373372.314074595,5305218.190801623,-2.0744221562790757
-5314198.311391684,5305218.190801623,-2.2245832976900144
-5255024.308708773,5305218.190801623,-2.3747444391009536
-5195850.306025863,5305218.190801623,-2.5249055805118927
-5136676.303342951,5305218.190801623,-2.675066721922832
-5077502.30066004,5305218.190801623,-2.8252278633337706
-5018328.29797713,5305218.190801623,-2.97538900474471
-4959154.295294219,5305218.190801623,-3.1255501461556507
-4899980.292611308,5305218.190801623,-3.27571128756659
-4840806.289928397,5305218.190801623,-3.425872428977529
-4781632.287245486,5305218.190801623,-3.5760335703884683
-4722458.284562576,5305218.190801623,-3.7240354168928196
-4663284.281879664,5305218.190801623,-3.8541750727823003
-4604110.279196753,5305218.190801623,-3.9821124627222764
-4544936.276513843,5305218.190801623,-4.0933425088257795
-4485762.273830932,5305218.190801623,-4.215716658946955
-4426588.271148021,5305218.190801623,-4.352466973826344
-4367414.26846511,5305218.190801623,-4.462585144194366
-4308240.265782199,5305218.190801623,-4.571548467783988
-4249066.263099289,5305218.190801623,-4.670490305852153
-4189892.2604163773,5305218.190801623,-4.755234678734365
-4130718.257733466,5305218.190801623,-4.7997824840196115
-4071544.255050556,5305218.190801623,-4.844330289304857
-4012370.2523676446,5305218.190801623,-4.888878094590101
-3953196.2496847343,5305218.190801623,-4.933425899875347
-3894022.247001823,5305218.190801623,-4.977973705160593
-3834848.244318912,5305218.190801623,-5.022521510445837
-3775674.2416360015,5305218.190801623,-5.067069315731083
-3716500.2389530903,5305218.190801623,-5.1116171210163275
-3657326.236270179,5305218.190801623,-5.1561649263015745
-3598152.2335872687,5305218.190801623,-5.200712731586819
-3538978.2309043575,5305218.190801623,-5.245260536872064
-3479804.228221447,5305218.190801623,-5.289808342157309
-3420630.225538536,5305218.190801623,-5.334356147442556
-3361456.2228556247,5305218.190801623,-5.3789039527278
-3302282.2201727144,5305218.190801623,-5.423451758013045
-3243108.217489803,5305218.190801623,-5.467999563298291
-3183934.214806892,5305218.190801623,-5.512547368583537
-3124760.2121239817,5305218.190801623,-5.557095173868781
-3065586.2094410704,5305218.190801623,-5.601642979154027
-3006412.20675816,5305218.190801623,-5.64417356254333
-2947238.204075249,5305218.190801623,-5.671401930275172
-2888064.2013923377,5305218.190801623,-5.6828253460718035
-2828890.1987094274,5305218.190801623,-5.682919010440426
-2769716.196026516,5305218.190801623,-5.584302475672081
-2710542.193343605,5305218.190801623,-5.61144490131809
-2651368.1906606946,5305218.190801623,-5.625822576315276
-2592194.1879777834,5305218.190801623,-5.661466386839549
-2533020.185294873,5305218.190801623,-5.671477129600278
-2473846.182611962,5305218.190801623,-5.68
-2414672.1799290506,5305218.190801623,-5.68
-2355498.1772461403,5305218.190801623,-5.68
-2296324.174563229,5305218.190801623,-5.68
-2237150.171880318,5305218.190801623,-5.68
-2177976.1691974066,5305218.190801623,-5.68
-2118802.1665144973,5305218.190801623,-5.68
-2059628.163831586,5305218.190801623,-5.68
-2000454.1611486748,5305218.190801623,-5.68
-1941280.1584657636,5305218.190801623,-5.68
-1882106.1557828523,5305218.190801623,-5.68
-1822932.153099943,5305218.190801623,-5.68
-1763758.1504170317,5305218.190801623,-5.68
-1704584.1477341205,5305218.190801623,-5.676744943499024
-1645410.1450512093,5305218.190801623,-5.655085186966349
-1586236.142368298,5305218.190801623,-5.625052958684161
-1527062.1396853868,5305218.190801623,-5.5900414608039455
-1467888.1370024774,5305218.190801623,-5.53665900141319
-1408714.1343195662,5305218.190801623,-5.513275031783463
-1349540.131636655,5305218.190801623,-5.473232060740546
-1290366.1289537437,5305218.190801623,-5.434891817273222
-1231192.1262708325,5305218.190801623,-5.403146118654712
-1172018.1235879231,5305218.190801623,-5.366551573805897
-1112844.120905012,5305218.190801623,-5.343060176568877
-1053670.1182221007,5305218.190801623,-5.30301720552596
-994496.1155391894,5305218.190801623,-5.262974234483043
-935322.1128562782,5305218.190801623,-5.222931263440126
-876148.1101733688,5305218.190801623,-5.182888292397208
-816974.1074904576,5305218.190801623,-5.14284532135429
-757800.1048075464,5305218.190801623,-5.102802350311373
-698626.1021246351,5305218.190801623,-5.062759379268457
-639452.0994417239,5305218.190801623,-5.0190746123383105
-580278.0967588127,5305218.190801623,-4.9571785150695895
-521104.0940759033,5305218.190801623,-4.896315233069853
-461930.09139299206,5305218.190801623,-4.86702811641938
-402756.08871008083,5305218.190801623,-4.798816786080807
-343582.0860271696,5305218.190801623,-4.735003106021908
-284408.08334425837,5305218.190801623,-4.656802518444065
-225234.080661349,5305218.190801623,-4.59241561092512
-166060.07797843777,5305218.190801623,-4.548558959823304
-106886.07529552653,5305218.190801623,-4.486576920468749
-47712.0726126153,5305218.190801623,-4.412645070041828
11461.93007029593,5305218.190801623,-4.323517919351083
70635.9327532053,5305218.190801623,-4.238426605884884
129809.93543611653,5305218.190801623,-4.154315569335234
188983.93811902776,5305218.190801623,-4.123512042095027
248157.940801939,5305218.190801623,-4.24216164580901
307331.9434848502,5305218.190801623,-4.152064960962447
366505.94616776146,5305218.190801623,-4.065975325867909
425679.94885067083,5305218.190801623,-3.989857323632578
484853.95153358206,5305218.190801623,-3.8958249272177
544027.9542164933,5305218.190801623,-3.8216782215761933
603201.9568994045,5305218.190801623,-3.7295350408107
662375.9595823158,5305218.190801623,-3.629427613203407
721549.9622652251,5305218.190801623,-3.5334561484768887
780723.9649481364,5305218.190801623,-3.455448930592173
839897.9676310476,5305218.190801623,-3.3791053303815257
899071.9703139588,5305218.190801623,-3.2789979027742335
958245.97299687,5305218.190801623,-3.178890475166941
1017419.9756797794,5305218.190801623,-3.0766613523156128
1076593.9783626907,5305218.190801623,-2.97080805795712
1135767.981045602,5305218.190801623,-2.9021431807654934
1194941.9837285131,5305218.190801623,-2.88846076473777
1254115.9864114244,5305218.190801623,-2.7883533371304767
1313289.9890943356,5305218.190801623,-2.688245909523184
1372463.991777245,5305218.190801623,-2.590324633724302
1431637.9944601562,5305218.190801623,-2.502424843446879
1490811.9971430674,5305218.190801623,-2.4488305493194775
1549985.9998259787,5305218.190801623,-2.4578161990940135
1609160.00250889,5305218.190801623,-2.359937894338046
1668334.0051917993,5305218.190801623,-2.269841209491483
1727508.0078747105,5305218.190801623,-2.1819951330177063
1786682.0105576217,5305218.190801623,-2.110954595465936
1845856.013240533,5305218.190801623,-2.055764331794717
1905030.0159234442,5305218.190801623,-1.948983075680271
1964204.0186063536,5305218.190801623,-1.8422018195658256
2023378.0212892648,5305218.190801623,-1.73542056345138
2082552.023972176,5305218.190801623,-1.6286393073369345
2141726.0266550872,5305218.190801623,-1.521858051222489
2200900.0293379985,5305218.190801623,-1.4189710458724116
2260074.0320209097,5305218.190801623,-1.3312216542451984
2319248.034703819,5305218.190801623,-1.2558517841195231
2378422.0373867303,5305218.190801623,-1.1910497700735299
2437596.0400696415,5305218.190801623,-1.122861435495385
2496770.042752553,5305218.190801623,-1.0808778859018595
2555944.045435464,5305218.190801623,-1.0007919438160253
2615118.0481183734,5305218.190801623,-0.9231177515139171
2674292.0508012846,5305218.190801623,-0.8530425521888122
2733466.053484196,5305218.190801623,-0.785400588168892
2792640.056167107,5305218.190801623,-0.7302240877363442
2851814.0588500183,5305218.190801623,-0.6828169542134975
2910988.0615329277,5305218.190801623,-0.6152072184757651
2970162.064215839,5305218.190801623,-0.5526665555632877
3029336.06689875,5305218.190801623,-0.48259135623818283
3088510.0695816614,5305218.190801623,-0.4100184650435176
3147684.0722645726,5305218.190801623,-0.332440957587973
3206858.074947484,5305218.190801623,-0.2724424678269435
3266032.077630393,5305218.190801623,-0.2322905589377612
3325206.0803133044,5305218.190801623,-0.1622153596126563
3384380.0829962157,5305218.190801623,-0.08576164610453403
3443554.085679127,5305218.190801623,0.00934041012239405
3502728.088362038,5305218.190801623,0.10830180314132037
3561902.0910449475,5305218.190801623,0.20808543768776333
3621076.0937278587,5305218.190801623,0.27816063701286825
3680250.09641077,5305218.190801623,0.35084095581482644
3739424.099093681,5305218.190801623,0.42935738055811107
3798598.1017765924,5305218.190801623,0.5034368769875077
3857772.104459502,5305218.190801623,0.5775163734169043
3916946.107142413,5305218.190801623,0.6515958698463009
3976120.1098253243,5305218.190801623,0.7256753662756976
4035294.1125082355,5305218.190801623,0.8040261843710604
4094468.1151911467,5305218.190801623,0.9048441444254604
4153642.117874058,5305218.190801623,1.0188374309388144
4212816.120556967,5305218.190801623,1.0943162389107532
4271990.123239879,5305218.190801623,1.1817003766731704
4331164.12592279,5305218.190801623,1.2672328984487558
4390338.128605701,5305218.190801623,1.3646062934504437
4449512.131288612,5305218.190801623,1.4643096920791765
4508686.133971522,5305218.190801623,1.5894439765882926
4567860.136654433,5305218.190801623,1.7145782610974085
4627034.139337344,5305218.190801623,1.8397125456065244
4686208.142020255,5305218.190801623,1.9648468301156403
4745382.144703167,5305218.190801623,2.089981114624756
4804556.147386076,5305218.190801623,2.210901551237807
4863730.150068987,5305218.190801623,2.3210197216058295
4922904.152751898,5305218.190801623,2.436799326878188
4982078.15543481,5305218.190801623,2.561256062341873
5041252.158117721,5305218.190801623,2.6890222386092115
5100426.160800632,5305218.190801623,2.861081879809246
5159600.163483541,5305218.190801623,3.0331415210092803
5218774.166166453,5305218.190801623,3.205201162209314
5277948.168849364,5305218.190801623,3.3772608034093485
5337122.171532275,5305218.190801623,3.5493204446093833
5396296.174215186,5305218.190801623,3.721380085809427
5455470.176898096,5305218.190801623,3.8934397270094614
5514644.179581007,5305218.190801623,4.065499368209496
5573818.182263918,5305218.190801623,4.23755900940953
5632992.184946829,5305218.190801623,4.4096186506095645
5692166.187629741,5305218.190801623,4.581678291809599
5751340.19031265,5305218.190801623,4.753737933009633
5810514.192995561,5305218.190801623,4.925797574209668
5869688.1956784725,5305218.190801623,5.097857215409702
5928862.198361384,5305218.190801623,5.269916856609736
5988036.201044295,5305218.190801623,5.453505830051211
6047210.203727206,5305218.190801623,5.657661768214475
6106384.206410116,5305218.190801623,5.847865880668333
6165558.209093029,5305218.190801623,6.031957362267222
6224732.211775938,5305218.190801623,6.213970070782725
6283906.214458847,5305218.190801623,6.4227655626493645
6343080.2171417605,5305218.190801623,6.631561054516004
6402254.21982467,5305218.190801623,6.840356546382644
6461428.222507583,5305218.190801623,7.049152038249282
6520602.225190492,5305218.190801623,7.2579475301159215
6579776.227873402,5305218.190801623,7.466743021982561
6638950.230556315,5305218.190801623,7.682271922806309
6698124.233239224,5305218.190801623,7.90306000548094
6757298.235922137,5305218.190801623,8.119093575869407
6816472.238605047,5305218.190801623,8.369362144887639
6875646.241287956,5305218.190801623,8.641927313799513
6934820.243970869,5305218.190801623,8.939899282924102
6993994.2466537785,5305218.190801623,9.183754423786947
7053168.249336692,5305218.190801623,9.43008879147585
7112342.252019601,5305218.190801623,9.707161389177116
7171516.25470251,5305218.190801623,9.993646155516217
7230690.257385423,5305218.190801623,10.30099118337711
7289864.260068333,5305218.190801623,10.564989841270828
7349038.262751246,5305218.190801623,10.81159277797795
7408212.265434155,5305218.190801623,11.098457402083966
7467386.268117068,5305218.190801623,11.391096820524279
7526560.270799978,5305218.190801623,11.668060703571124
7585734.273482887,5305218.190801623,11.945024586617965
7644908.2761658,5305218.190801623,12.221988469664808
7704082.27884871,5305218.190801623,12.498952352711651
7763256.281531623,5305218.190801623,12.775916235758494
7822430.284214532,5305218.190801623,13.050642043653403
7881604.286897441,5305218.190801623,13.34113923112489
7940778.2895803545,5305218.190801623,13.671493742228957
7999952.292263264,5305218.190801623,14.012016276363298
8059126.294946177,5305218.190801623,14.36560284820791
8118300.297629086,5305218.190801623,14.733254714325106
8177474.300311996,5305218.190801623,15.1263333559375
8236648.302994909,5305218.190801623,15.470130921855304
8295822.305677818,5305218.190801623,15.83083608292204
8354996.308360731,5305218.190801623,16.197429117531886
8414170.31104364,5305218.190801623,16.54125891173188
8473344.31372655,5305218.190801623,16.891634908357403
8532518.316409463,5305218.190801623,17.242010904982926
8591692.319092372,5305218.190801623,17.59938043884322
8650866.321775286,5305218.190801623,17.962762898233976
8710040.324458195,5305218.190801623,18.32721191141487
8769214.327141104,5305218.190801623,18.703514891485042
8828388.329824017,5305218.190801623,19.050351148450268
8887562.332506927,5305218.190801623,19.404918331999188
8946736.33518984,5305218.190801623,19.767520430998097
9005910.33787275,5305218.190801623,20.14073855741204
9065084.340555659,5305218.190801623,20.54822945320623
9124258.343238572,5305218.190801623,20.874990510846345
9183432.345921481,5305218.190801623,21.206146867863715
9242606.348604394,5305218.190801623,21.551301285954764
9301780.351287303,5305218.190801623,21.887217320814788
9360954.353970217,5305218.190801623,22.22313335567482
9420128.356653126,5305218.190801623,22.559049390534845
9479302.359336035,5305218.190801623,22.89496542539487
9538476.362018948,5305218.190801623,23.2308814602549
9597650.364701858,5305218.190801623,23.566797495114926
9656824.36738477,5305218.190801623,23.902713529974946
9715998.37006768,5305218.190801623,24.238629564834973
9775172.37275059,5305218.190801623,24.53165572430335
9834346.375433503,5305218.190801623,24.789115730966387
9893520.378116412,5305218.190801623,25.060929077715148
9952694.380799325,5305218.190801623,25.24364548594069
10011868.383482235,5305218.190801623,25.428846492372635
10071042.386165144,5305218.190801623,25.61648006453425
10130216.388848057,5305218.190801623,25.743984723567117
10189390.391530966,5305218.190801623,25.841655054727827
10248564.39421388,5305218.190801623,25.94417809326024
10307738.396896789,5305218.190801623,26.007616617357066
10366912.399579698,5305218.190801623,26.039095257196315
10426086.402262611,5305218.190801623,26.08148938259998
10485260.40494552,5305218.190801623,26.107681073921448
10544434.407628434,5305218.190801623,26.12
10603608.410311343,5305218.190801623,26.10841393255346
-10639858.552853664,5246209.018209752,44.93492043207964
-10580684.550170753,5246209.018209752,44.93414563445911
-10521510.547487842,5246209.018209752,44.84520887236372
-10462336.54480493,5246209.018209752,44.71677969707186
-10403162.54212202,5246209.018209752,44.538439519818596
-10343988.53943911,5246209.018209752,44.35042714168804
-10284814.536756199,5246209.018209752,44.10466697369357
-10225640.534073288,5246209.018209752,43.77969070975339
-10166466.531390376,5246209.018209752,43.41514760624435
-10107292.528707465,5246209.018209752,42.999049944014374
-10048118.526024554,5246209.018209752,42.57543510722736
-9988944.523341645,5246209.018209752,42.140860948683944
-9929770.520658733,5246209.018209752,41.629299128236546
-9870596.517975822,5246209.018209752,41.08840168324189
-9811422.51529291,5246209.018209752,40.5068557230176
-9752248.51261,5246209.018209752,40.11588605597967
-9693074.50992709,5246209.018209752,39.48589157570731
-9633900.507244179,5246209.018209752,38.81736682392587
-9574726.504561268,5246209.018209752,38.157714150585775
-9515552.501878357,5246209.018209752,37.46690000447906
-9456378.499195445,5246209.018209752,36.795882097183956
-9397204.496512536,5246209.018209752,36.07767971929316
-9338030.493829625,5246209.018209752,35.329753867781456
-9278856.491146713,5246209.018209752,34.589962163800806
-9219682.488463802,5246209.018209752,33.79799186381509
-9160508.485780891,5246209.018209752,32.97354392270692
-9101334.483097982,5246209.018209752,32.20506883219679
-9042160.48041507,5246209.018209752,31.427188469390586
-8982986.47773216,5246209.018209752,30.66901950474522
-8923812.475049248,5246209.018209752,29.88053976545086
-8864638.472366337,5246209.018209752,29.084184951206183
-8805464.469683426,5246209.018209752,28.305676978167956
-8746290.467000516,5246209.018209752,27.536972337280726
-8687116.464317605,5246209.018209752,26.787687266340065
-8627942.461634694,5246209.018209752,26.00828803413276
-8568768.458951782,5246209.018209752,25.231102707052433
-8509594.456268871,5246209.018209752,24.471984902351895
-8450420.45358596,5246209.018209752,23.7284421216266
-8391246.45090305,5246209.018209752,22.984899340901308
-8332072.448220139,5246209.018209752,22.241356560176015
-8272898.445537228,5246209.018209752,21.497813779450727
-8213724.442854317,5246209.018209752,20.754270998725428
-8154550.440171407,5246209.018209752,20.01262730655012
-8095376.437488496,5246209.018209752,19.30668082278332
-8036202.434805585,5246209.018209752,18.522806053468948
-7977028.432122674,5246209.018209752,17.83200435130503
-7917854.429439763,5246209.018209752,17.1506064183478
-7858680.426756852,5246209.018209752,16.47889708957038
-7799506.424073941,5246209.018209752,15.811091500909829
-7740332.421391031,5246209.018209752,15.057952556174222
-7681158.41870812,5246209.018209752,14.40736277544175
-7621984.416025208,5246209.018209752,13.784279897157345
-7562810.413342297,5246209.018209752,13.161197018872933
-7503636.410659387,5246209.018209752,12.538114140588528
-7444462.4079764765,5246209.018209752,11.915031262304124
-7385288.405293565,5246209.018209752,11.291948384019719
-7326114.402610654,5246209.018209752,10.671785228087158
-7266940.399927743,5246209.018209752,10.097533865865955
-7207766.3972448325,5246209.018209752,9.53658928004619
-7148592.394561922,5246209.018209752,9.019579278210577
-7089418.391879011,5246209.018209752,8.485052104601262
-7030244.3891961,5246209.018209752,7.951693822117486
-6971070.3865131885,5246209.018209752,7.428517747014999
-6911896.383830278,5246209.018209752,6.926537979494853
-6852722.381147367,5246209.018209752,6.339565433240171
-6793548.378464457,5246209.018209752,5.864134631697985
-6734374.375781545,5246209.018209752,5.388907682380664
-6675200.373098634,5246209.018209752,4.911917782363384
-6616026.370415723,5246209.018209752,4.425125822052508
-6556852.367732813,5246209.018209752,3.9155791851414086
-6497678.365049902,5246209.018209752,3.480396786122179
-6438504.362366991,5246209.018209752,3.051861945844869
-6379330.35968408,5246209.018209752,2.6233271055675575
-6320156.35700117,5246209.018209752,2.194792265290247
-6260982.354318258,5246209.018209752,1.768858515954516
-6201808.351635347,5246209.018209752,1.375974723148813
-6142634.348952437,5246209.018209752,1.0168959621305864
-6083460.346269526,5246209.018209752,0.6414336721518938
-6024286.343586614,5246209.018209752,0.27676953766410284
-5965112.340903704,5246209.018209752,-0.07855467315373718
-5905938.338220793,5246209.018209752,-0.5133395849473952
-5846764.3355378825,5246209.018209752,-0.847307467273177
-5787590.332854971,5246209.018209752,-1.148464272339985
-5728416.33017206,5246209.018209752,-1.473523267443629
-5669242.32748915,5246209.018209752,-1.7838344705896998
-5610068.3248062385,5246209.018209752,-2.198847956391703
-5550894.322123327,5246209.018209752,-2.4644276712010575
-5491720.319440417,5246209.018209752,-2.538313770779198
-5432546.316757506,5246209.018209752,-2.8247991974800115
-5373372.314074595,5246209.018209752,-3.3526377502645484
-5314198.311391684,5246209.018209752,-3.5932448953555003
-5255024.308708773,5246209.018209752,-3.743406036766438
-5195850.306025863,5246209.018209752,-3.8935671781773773
-5136676.303342951,5246209.018209752,-4.0437283195883165
-5077502.30066004,5246209.018209752,-4.193889460999255
-5018328.29797713,5246209.018209752,-4.344050602410195
-4959154.295294219,5246209.018209752,-4.494211743821136
-4899980.292611308,5246209.018209752,-4.644372885232074
-4840806.289928397,5246209.018209752,-4.790776733812269
-4781632.287245486,5246209.018209752,-4.927129508166978
-4722458.284562576,5246209.018209752,-5.227135053967006
-4663284.281879664,5246209.018209752,-5.379831146647982
-4604110.279196753,5246209.018209752,-5.551974868359931
-4544936.276513843,5246209.018209752,-5.668592314957727
-4485762.273830932,5246209.018209752,-5.7684062891864984
-4426588.271148021,5246209.018209752,-5.9298494380948
-4367414.26846511,5246209.018209752,-6.032489162673709
-4308240.265782199,5246209.018209752,-6.148910125631601
-4249066.263099289,5246209.018209752,-6.238157634090767
-4189892.2604163773,5246209.018209752,-6.3149733622528545
-4130718.257733466,5246209.018209752,-6.364853048823049
-4071544.255050556,5246209.018209752,-6.414732735393244
-4012370.2523676446,5246209.018209752,-6.464612421963437
-3953196.2496847343,5246209.018209752,-6.5144921085336325
-3894022.247001823,5246209.018209752,-6.558415957137234
-3834848.244318912,5246209.018209752,-6.561025566466176
-3775674.2416360015,5246209.018209752,-6.5757638566428644
-3716500.2389530903,5246209.018209752,-6.595779989398412
-3657326.236270179,5246209.018209752,-6.476008907811131
-3598152.2335872687,5246209.018209752,-6.356237826223852
-3538978.2309043575,5246209.018209752,-6.236466744636572
-3479804.228221447,5246209.018209752,-6.116695663049291
-3420630.225538536,5246209.018209752,-5.996924581462012
-3361456.2228556247,5246209.018209752,-5.877153499874733
-3302282.2201727144,5246209.018209752,-5.7573824182874525
-3243108.217489803,5246209.018209752,-5.637611336700171
-3183934.214806892,5246209.018209752,-5.5178402551128904
-3124760.2121239817,5246209.018209752,-5.398069173525611
-3065586.2094410704,5246209.018209752,-5.53496609946987
-3006412.20675816,5246209.018209752,-7.035964532439055
-2947238.204075249,5246209.018209752,-7.042446621992831
-2888064.2013923377,5246209.018209752,-7.02205100462148
-2828890.1987094274,5246209.018209752,-6.997106252420659
-2769716.196026516,5246209.018209752,-6.993989244090246
-2710542.193343605,5246209.018209752,-6.994847144512777
-2651368.1906606946,5246209.018209752,-6.998120854888785
-2592194.1879777834,5246209.018209752,-7.0157960444176615
-2533020.185294873,5246209.018209752,-7.013251574703343
-2473846.182611962,5246209.018209752,-6.995573145562963
-2414672.1799290506,5246209.018209752,-6.985878815953965
-2355498.1772461403,5246209.018209752,-6.976184486344966
-2296324.174563229,5246209.018209752,-6.965018102461254
-2237150.171880318,5246209.018209752,-6.956006645639201
-2177976.1691974066,5246209.018209752,-6.9940282688152955
-2118802.1665144973,5246209.018209752,-6.97313634569132
-2059628.163831586,5246209.018209752,-6.9455670239807255
-2000454.1611486748,5246209.018209752,-6.923130224109083
-1941280.1584657636,5246209.018209752,-6.885887379210334
-1882106.1557828523,5246209.018209752,-6.855259513635672
-1822932.153099943,5246209.018209752,-6.814149275262545
-1763758.1504170317,5246209.018209752,-6.760830462413051
-1704584.1477341205,5246209.018209752,-6.7097728953888485
-1645410.1450512093,5246209.018209752,-6.668724479638176
-1586236.142368298,5246209.018209752,-6.624094270537322
-1527062.1396853868,5246209.018209752,-6.597169806255907
-1467888.1370024774,5246209.018209752,-6.537316549982668
-1408714.1343195662,5246209.018209752,-6.478411466779033
-1349540.131636655,5246209.018209752,-6.422256847801048
-1290366.1289537437,5246209.018209752,-6.377320968926176
-1231192.1262708325,5246209.018209752,-6.308457263933982
-1172018.1235879231,5246209.018209752,-6.239440299712709
-1112844.120905012,5246209.018209752,-6.169157372913849
-1053670.1182221007,5246209.018209752,-5.979326158890207
-994496.1155391894,5246209.018209752,-5.326562292384267
-935322.1128562782,5246209.018209752,-5.024410772269306
-876148.1101733688,5246209.018209752,-4.98436780122639
-816974.1074904576,5246209.018209752,-4.944324830183472
-757800.1048075464,5246209.018209752,-4.903410590267713
-698626.1021246351,5246209.018209752,-4.992620437562462
-639452.0994417239,5246209.018209752,-5.546400531760434
-580278.0967588127,5246209.018209752,-5.46074268779557
-521104.0940759033,5246209.018209752,-5.383822050509479
-461930.09139299206,5246209.018209752,-5.278053290164786
-402756.08871008083,5246209.018209752,-5.178954013991003
-343582.0860271696,5246209.018209752,-5.078178375714749
-284408.08334425837,5246209.018209752,-4.9836751433133335
-225234.080661349,5246209.018209752,-4.936031554556591
-166060.07797843777,5246209.018209752,-4.820159976132502
-106886.07529552653,5246209.018209752,-4.711563261793279
-47712.0726126153,5246209.018209752,-4.598854092930364
11461.93007029593,5246209.018209752,-4.470010734063039
70635.9327532053,5246209.018209752,-4.343183120047939
129809.93543611653,5246209.018209752,-4.220395465111757
188983.93811902776,5246209.018209752,-4.083701232406643
248157.940801939,5246209.018209752,-3.9536502109588563
307331.9434848502,5246209.018209752,-3.820916616609737
366505.94616776146,5246209.018209752,-3.6708404076301
425679.94885067083,5246209.018209752,-3.51917705063853
484853.95153358206,5246209.018209752,-3.3842956344093764
